Gene,ETOH_DMSO_R1,ETOH_MRTX_R1,Tam_DMSO_R1,Tam_MRTX_R1,ETOH_DMSO_R2,ETOH_MRTX_R2,Tam_DMSO_R2,Tam_MRTX_R2
Fbrs,10.30441221,10.33798152,10.2536343,10.36461777,10.05137346,9.918102457,10.23926104,10.44295851
Fbrsl1,10.3607169,10.19549293,10.26917045,9.997169224,10.07245641,9.895872829,10.24587043,10.07794168
Fbxl12,9.180672756,8.988310731,8.421122607,8.529862155,8.684055097,8.42297402,8.289648267,8.532747427
Fbxl12os,3.675690319,4.019306936,5.007033214,5.322159203,4.57955894,5.189970893,5.432334763,5.407037356
Fbxl14,9.522727158,9.562380125,9.894426325,9.693375185,9.804938968,9.95870302,9.944858941,9.522176327
Fbxl15,8.705785419,8.766841698,8.202737523,8.435489886,9.032792005,8.856532428,8.383748613,8.202325051
Fbxl16,3.675690319,3.25682234,3.730501544,3.137713623,3.961555469,2.790205635,3.304550997,1.865726534
Fbxl17,8.469098902,8.751006942,8.824130149,8.855572225,8.488777772,8.85959864,8.925064647,8.985795619
Fbxl18,9.64931932,9.634923619,9.858196162,9.791888069,9.375814145,9.475855533,9.835178974,9.837817788
Fbxl19,10.87590069,10.94779683,11.0019094,10.57568158,10.95176277,10.92980948,10.88014065,10.66755045
Fbxl20,11.1966883,11.28175331,10.89581448,10.9113667,10.32405986,10.61025242,10.80066935,11.09772883
Fbxl21,1.651506794,2.74541698,0.959126774,2.554785542,1.624219046,1.571641822,2.443642934,2.434968089
Fbxl22,5.65125739,5.355468968,6.360986124,6.21212213,6.397633535,6.423147856,6.102491985,6.561318542
Fbxl3,12.3907147,12.08325876,11.26194522,11.47300393,12.11917389,12.05277979,11.17844163,11.38225377
Fbxl4,8.109557183,8.383014629,7.967232372,8.423247173,8.129740635,8.23742632,7.982866772,8.433244724
Fbxl5,13.04120213,12.45594222,11.95839888,11.66155858,12.43297673,12.28147276,11.87507572,11.78963208
Fbxl6,10.618271,10.60083014,10.10695936,10.48729808,10.60727502,10.54031876,10.13630503,10.23392397
Fbxl8,8.336788552,8.546050268,8.288007008,8.593160575,8.631988109,8.546079822,8.320032485,8.322400128
Fbxl9,5.681673385,5.761669828,5.619142202,6.030348737,6.102016729,5.472273758,5.762392451,5.751953302
Fbxo10,8.950242274,8.788722371,7.854048053,7.764775842,8.046950373,7.951596472,7.516059358,7.983622731
Fbxo11,10.84851377,10.76593222,10.67283324,10.50966551,10.56822707,10.59745288,10.53312103,10.60768345
Fbxo15,5.681673385,6.19522769,6.686029024,6.455972519,6.102016729,6.109543663,6.358123635,6.492365629
Fbxo17,1.651506794,2.264203111,2.927693521,3.966006149,2.857634183,1.571641822,2.937383043,3.419073943
Fbxo2,5.140200072,4.884069139,5.34531042,5.846976938,4.641063504,4.68118774,5.539512533,5.576514623
Fbxo21,11.4915183,11.21925147,10.43577306,10.10712686,10.64810533,10.68302306,10.27071351,10.2704199
Fbxo22,9.63384654,9.903397348,10.02696962,10.19135775,9.983244909,10.27346029,9.999071954,10.02521862
Fbxo24,3.549432527,4.323330428,5.34531042,5.771722164,4.303398811,5.024977687,5.504663867,5.703966543
Fbxo25,8.196383608,8.760528636,8.743798225,9.285696671,8.631988109,8.868758369,8.822678916,9.21707121
Fbxo28,10.32864074,10.28398422,10.36420609,10.25950933,10.10692412,10.18333768,10.36844175,10.24549391
Fbxo3,10.99800671,11.12226411,10.95464928,11.12989023,10.75802936,11.20879967,10.86218582,11.09830901
Fbxo30,5.30557244,5.355468968,5.128820496,5.964285247,3.861746085,4.887535249,5.316551158,6.068517243
Fbxo31,10.05425357,10.53762517,9.23912319,9.340976948,10.16434787,10.09373294,9.327776653,9.47827583
Fbxo32,5.183353988,5.251261876,6.604390824,6.918203801,4.303398811,4.788047569,6.656826378,7.10468508
Fbxo33,9.700347743,9.68578462,10.22546807,10.28679461,9.870604922,10.08458964,10.25769155,10.29896615
Fbxo34,10.66849258,10.63401605,10.59218885,10.33442632,10.5382315,10.49371396,10.49034378,10.4365491
Fbxo36,8.164432918,7.905050566,7.36049575,7.796762343,7.833016673,7.728259221,7.704432091,7.835597107
Fbxo38,11.76000304,11.56276356,11.2128646,10.88780026,11.19481626,11.15553084,11.09084495,11.05891171
Fbxo4,8.528875745,8.621142125,8.7310326,9.325710779,8.897570006,8.871798733,8.861069212,9.14477177
Fbxo41,3.675690319,2.74541698,2.736560896,1.560871642,1.624219046,1.985005555,3.132616228,3.009353972
Fbxo42,10.53534245,10.38079921,9.610651769,9.082718324,10.01988358,9.80971747,9.521075494,9.310162661
Fbxo43,3.086725277,2.74541698,2.736560896,2.292970411,2.633868519,2.305928457,2.443642934,2.842080403
Fbxo44,8.196383608,8.45515408,8.339375346,8.708630654,8.315691884,8.227966425,8.364441656,8.645015827
Fbxo45,9.191282146,9.326329398,9.700156818,9.735242673,9.442109858,9.58547798,9.806851771,9.578152087
Fbxo46,8.243020843,8.399360236,8.436930559,8.415027263,8.325091799,8.301963689,8.383748613,8.298363629
Fbxo47,5.225254485,4.884069139,3.624053349,3.551732836,4.515315118,3.681962772,3.72359965,3.737802088
Fbxo48,4.180539918,4.515533794,5.089356119,3.551732836,3.051308336,4.068621226,4.952842497,4.731380815
Fbxo5,8.705785419,8.91061608,9.038748487,8.439547812,9.187672033,9.225558504,9.118985447,8.338204822
Fbxo6,9.376995567,9.495529588,9.36012786,10.26409286,9.480472584,9.368019959,9.426497856,10.05421523
Fbxo7,8.774423503,8.896290766,8.487141958,9.087898326,8.570086979,8.767920759,8.542495866,8.862801608
Fbxo8,9.510070633,9.49362768,9.004681473,9.327901576,9.418153689,9.702803971,8.925064647,9.124408266
Fbxo9,8.175161962,8.276431811,9.502135367,9.467587513,8.687703241,8.868758369,9.458717576,9.51001824
Fbxw10,1.651506794,0.964193439,1.530203421,1.9728693,0,0,2.937383043,2.434968089
Fbxw11,11.82574116,11.52787703,11.48836839,11.28452607,11.44379313,11.41095505,11.40616439,11.32491032
Fbxw14,1.050193754,0,1.938247551,3.289309488,2.044089349,0,2.711532574,3.294995241
Fbxw17,4.180539918,5.601358524,5.940742292,6.356466003,4.57955894,4.440320587,6.102491985,6.030111938
Fbxw2,10.91882594,10.98007859,10.99124277,11.05251627,10.89845118,11.02232552,11.03240705,11.0165678
Fbxw22,1.050193754,0.964193439,2.255963294,0,2.044089349,0.990021039,2.937383043,2.434968089
Fbxw28,3.899224286,2.264203111,3.730501544,4.357777476,3.222033221,1.985005555,4.229630007,4.286260155
Fbxw4,9.400044739,9.726840617,9.30735789,9.787118959,9.164295852,9.509430417,9.449585131,9.728134902
Fbxw5,10.02489768,10.28837917,10.2735788,10.47548898,10.10146433,10.05145368,10.32415744,10.5272399
Fbxw7,8.011193173,8.137180142,8.564733013,8.276709671,8.40704369,8.57621444,8.512113159,8.318421752
Fbxw8,12.83000474,13.06959081,13.17431093,13.16752185,12.62310778,12.75661409,13.18504218,13.28858911
Fbxw9,10.00699309,10.30907423,9.928371688,10.58212004,10.38037469,10.41148478,9.97699511,10.33091344
Fcamr,4.180539918,4.630773111,4.826795127,4.424812223,3.222033221,4.151017534,4.603520614,5.18031457
Fcer1g,0,0,1.530203421,1.560871642,1.624219046,2.790205635,3.304550997,2.842080403
Fcf1,10.85269687,10.81092188,10.7563121,11.05714554,11.24520008,11.19975458,10.7952724,10.78392149
Fcgbp,2.074650594,3.393653009,4.313438592,3.773688629,3.861746085,2.305928457,3.132616228,4.525919688
Fcgr3,4.738734904,4.253117746,5.473465776,4.66556361,4.054904328,3.981232466,5.003645305,4.82408794
Fcgr4,0,0,1.530203421,3.551732836,0,0,2.114401213,2.434968089
Fcgrt,3.549432527,4.884069139,2.255963294,2.77630642,3.754514997,3.681962772,1.687091337,3.009353972
Fcho1,9.594422628,9.302626963,9.148424931,8.263035835,9.607236755,8.940015001,9.029883718,8.104063903
Fcho2,10.98510804,10.61926401,10.32545427,10.44149519,10.49516156,10.55930169,10.47129286,10.53325961
Fchsd1,9.499438045,9.578619719,9.544703518,9.847920564,9.357608408,9.244447966,9.574562239,9.71154568
Fchsd2,10.2546992,9.619308974,8.958882845,8.394270224,9.439948388,9.363707056,8.992642872,8.490940828
Fcmr,4.415849969,3.518622938,6.203557987,6.356466003,4.515315118,3.441236399,6.415532204,6.049442383
Fcnaos,2.074650594,2.74541698,1.938247551,2.292970411,2.633868519,1.985005555,1.687091337,2.842080403
Fcor,3.411056229,1.94595129,1.938247551,1.9728693,3.051308336,3.788767283,2.711532574,2.652837165
Fcsk,9.950345531,9.852364543,9.607163033,9.949589335,9.564224084,9.453706687,9.599548169,9.981858983
Fdft1,13.82299336,13.29175405,12.31769014,12.02947243,13.69227678,13.24968574,12.23005587,11.97826919
Fdps,13.66284135,13.45691237,12.53935591,12.22669434,13.98950218,13.62067099,12.31642215,11.91117202
Fdx1,11.23308362,10.7619873,9.722900966,9.988885987,10.94644326,10.77033246,9.695377105,9.835035708
Fdx2,3.257985693,3.393653009,4.444330582,4.550204058,4.142578419,3.303915968,2.711532574,3.419073943
Fdxacb1,7.401876568,7.607318396,7.433227971,7.691804946,7.58956296,7.65249677,7.435089328,7.701504803
Fdxr,7.355463923,7.798158061,7.203011063,7.548865047,8.041258369,7.503644129,7.319535666,7.396484064
Fech,9.742436675,9.610560586,9.847886516,9.930974128,9.725532413,9.738219076,9.856065239,10.02399769
Fem1a,8.984194409,9.366374543,9.969710146,9.728624988,9.203048344,9.447606608,9.759599746,9.759285118
Fem1b,12.93157668,12.46324942,11.9397968,11.49559234,12.06900559,12.16918373,11.77352573,11.75288637
Fem1c,11.90441696,11.34377248,10.88288868,10.66070082,11.19417519,11.04405107,10.81229395,10.75845253
Fen1,10.10703574,10.48211383,11.07065122,10.63615902,10.99289013,10.93563264,11.14841933,10.62630817
Fer,8.921856369,8.969275801,8.961617506,8.972211135,8.661970361,8.687379952,8.874779859,9.087481199
Fer1l4,9.123656182,8.662359727,10.54829259,10.06177677,8.846264246,8.530773137,10.75784277,10.64469551
Fer1l6,5.225254485,4.836843266,6.812596681,5.488071785,4.57955894,5.302404758,7.007351755,5.821067258
Fermt1,12.1314115,12.05355128,12.35196594,11.76704536,12.04467484,12.10118682,12.30095464,11.90189662
Fermt2,10.87095977,11.1345213,10.1944179,10.46258576,9.980273221,10.41981798,9.91365192,10.37275803
Fermt3,5.522744199,5.543702492,5.241122447,4.550204058,6.011762852,5.595093932,5.356187179,4.993342225
Fes,2.074650594,0,4.16947533,4.287475537,2.857634183,1.985005555,4.390985108,3.737802088
Fetub,10.97286185,10.66898595,9.263706575,10.18532906,10.51583149,10.73654055,9.564022353,10.28272323
Fez2,8.092679013,8.03103377,8.787608833,9.090481369,8.238202795,8.098986188,8.786869385,9.044776156
Ffar2,0,2.524781453,2.255963294,3.551732836,2.368909375,2.305928457,1.687091337,3.009353972
Ffar4,10.97976312,10.77692093,10.85005827,11.10583448,11.19096558,11.04876024,10.82117264,10.93186992
Fgd1,1.651506794,0.964193439,1.938247551,1.9728693,1.624219046,1.571641822,1.687091337,3.159232406
Fgd2,4.618107928,5.601358524,3.829632355,4.550204058,5.010837422,5.338016374,3.72359965,4.41106072
Fgd3,10.3863358,10.27515397,10.8742067,10.04056078,9.530085857,9.726510372,10.71275197,10.42179121
Fgd4,10.77900113,9.989591234,8.809025128,8.360424982,9.369013888,9.418793485,8.580642102,8.586669295
Fgd6,10.28349312,9.621052304,9.921365301,9.048587221,9.490950323,9.167359238,9.926874087,9.388150999
Fgf1,10.07874486,10.79247532,10.98722236,12.09235818,9.327525152,10.25727622,11.21528013,12.14759398
Fgf11,5.65125739,5.950987162,5.128820496,4.287475537,5.010837422,5.265891805,4.312562184,4.682693114
Fgf13,0,0,2.255963294,2.77630642,0,0,2.937383043,3.009353972
Fgf18,4.679681785,5.57281851,6.088171903,7.163633474,5.483422459,5.338016374,6.214557266,7.176774275
Fgf2,8.96268115,9.728458802,9.498373738,9.043263867,8.589717908,9.622049507,9.910327357,9.28795556
Fgf20,2.074650594,2.74541698,2.927693521,3.551732836,1.029542097,2.568292345,2.711532574,3.009353972
Fgf21,6.326245879,4.97412177,0,1.560871642,5.729792332,4.504411093,0,0.911886927
Fgf7,2.401420696,1.94595129,3.624053349,2.77630642,2.633868519,2.790205635,3.45815989,3.009353972
Fgfbp1,12.60697335,12.33900016,11.78975936,10.79662132,12.6525734,12.28575333,11.72704165,11.00794781
Fgfbp3,5.265972325,5.32156277,5.751448646,6.533953546,5.342423066,6.046362734,5.356187179,6.068517243
Fgfr1op2,11.09583255,11.05872259,11.07191726,11.1541689,11.13794967,11.16733329,11.06864807,11.05891171
Fgfr2,9.397756322,10.24381539,8.859749721,9.556215796,8.380240333,9.549854717,8.467568368,9.108368849
Fgfr3,9.753217401,10.63315245,10.37039324,10.8076522,9.486768354,10.05680684,10.34523896,10.87950218
Fgfr4,8.53721664,7.490111427,7.472104582,5.895050813,8.097192399,6.813039481,7.850356138,6.030111938
Fgfrl1,7.206532731,7.961182381,7.923018398,8.487372971,7.46754509,7.728259221,8.199912919,8.322400128
Fggy,4.486467174,5.214783616,4.505576862,5.63685689,4.054904328,4.30290867,4.141638214,5.407037356
Fgl1,1.050193754,1.537020172,0.959126774,0.981969675,1.624219046,1.985005555,1.077266385,2.842080403
Fh1,10.95740647,10.8612042,10.24804487,10.54116404,10.9987758,10.95654671,10.3254061,10.3669916
Fhad1,5.095715428,5.251261876,4.243251938,3.137713623,5.056698968,4.151017534,2.937383043,3.009353972
Fhdc1,9.081504765,8.692518086,9.150823191,8.067132592,9.145848846,8.213659249,9.069171863,8.193663686
Fhip1a,9.180672756,9.112478656,8.787608833,8.708630654,8.585813034,8.319884819,8.650054909,8.942509058
Fhip1b,9.846781655,9.677431331,9.530039234,9.417034214,9.693230325,9.579911404,9.48800498,9.372886957
Fhip2a,10.80081516,10.32840997,9.964266312,9.621968121,9.857708665,9.903320828,9.685686759,9.735612855
Fhip2b,9.383949066,9.441304862,10.00327647,10.02038338,9.426911119,9.505520746,10.02543317,10.01296256
Fhit,9.63384654,9.938774846,9.349727152,10.00266508,9.583934409,9.854975398,9.403035102,9.850271181
Fhl1,3.791782327,5.656798658,6.184956511,6.846665606,4.515315118,5.680800068,6.29833562,7.185537324
Fhl2,10.72708501,9.825398939,9.85231396,9.866124671,10.70950742,9.952972426,9.925227928,9.46933312
Fhl3,7.784737089,7.972151348,9.28787807,9.093059796,8.480389018,7.991277994,9.248375223,8.849078136
Fhod1,9.790327898,9.776179129,10.28563275,10.64409307,9.564224084,9.594708141,10.32914559,10.51599335
Fhod3,0,3.740133422,2.927693521,3.666974962,2.857634183,3.152136624,2.114401213,3.53332125
Fibp,9.5763242,10.05682495,10.26585533,11.15293373,10.24703111,10.45267761,10.49034378,10.85979139
Ficd,6.605445655,7.258854302,7.603976592,7.809360978,6.812848029,7.013549514,7.498454657,7.927267179
Fig4,8.482118377,8.899167231,8.759598033,8.949625576,8.25796874,8.761378121,8.693252496,9.039952169
Fignl1,9.456106311,9.596451876,9.745292109,9.00544004,9.962313389,9.84572746,9.905326103,9.037534113
Fignl2,9.381634955,9.573226807,9.104560209,9.301389857,9.203048344,9.139879167,9.264088133,9.341865666
Filip1,7.859811277,7.222569939,7.266313506,5.390830289,6.343158519,6.209060134,7.278865287,5.628854094
Filip1l,5.904350097,7.166372747,6.457138174,7.751779992,5.010837422,6.024672223,6.488687499,7.998617907
Fip1l1,11.93866479,11.62272624,11.28505472,10.9128269,11.54982354,11.35175683,11.21258338,10.97610356
Firre,9.433942409,9.865660664,9.708320951,10.19256047,9.140534657,9.501600451,9.681792322,10.19213903
Fis1,11.42621526,11.6944398,11.62401489,12.18349241,11.90357376,11.90367665,11.71708676,11.92333803
Fitm2,9.902724046,10.14307107,10.67450104,10.44351716,10.42586274,10.41461537,10.72036565,10.46291896
Fiz1,9.707756322,9.896216542,9.537390008,9.703534748,9.888151122,9.70791681,9.544854314,9.627220599
Fjx1,1.651506794,2.524781453,4.091721638,4.550204058,0,2.568292345,4.845532959,3.998699243
Fkbp10,4.486467174,4.929797973,4.777983455,5.009218456,4.303398811,4.30290867,5.39476331,4.993342225
Fkbp11,6.755966366,6.250333045,5.34531042,4.424812223,6.565655975,5.680800068,4.536095438,4.149632523
Fkbp14,6.589492454,6.498113846,6.409863038,6.941282711,5.9644263,6.320071531,6.338468319,6.726546035
Fkbp15,10.40126313,10.18610227,9.825543164,9.730282257,9.62637193,9.767897946,9.595413783,9.862617995
Fkbp1a,13.4207594,13.31549974,13.18590473,13.05465479,13.75175619,13.62033208,13.23173815,13.00973711
Fkbp1a-ps1,1.050193754,2.936742981,0.959126774,0.981969675,1.029542097,1.985005555,2.443642934,0.911886927
Fkbp1b,7.832961406,7.876143848,7.575695751,7.864731719,7.517597271,7.838040493,7.764584148,7.707601537
Fkbp2,10.85186122,10.75167975,11.04638284,11.25892074,11.35079016,11.2572681,11.02550933,11.04151976
Fkbp3,11.5301628,11.51199254,11.35848044,11.29799868,12.14693522,12.04438324,11.24395624,11.10583019
Fkbp4,13.38495915,13.59514721,13.67976132,13.70875784,13.91013895,13.83688572,13.64444718,13.58251114
Fkbp5,8.092679013,8.516383334,9.214113635,8.748429332,8.437697599,8.764653149,9.060199866,8.887179613
Fkbp7,6.682668155,7.04695159,6.360986124,7.381778563,6.799422551,7.150037617,6.656826378,7.278573327
Fkbp8,12.30172156,12.50986488,12.76177908,12.89537676,12.80079245,12.76685762,12.75721774,12.73804586
Fkbp9,10.58546828,10.36215749,10.3786017,10.19256047,9.888151122,10.02301897,10.25769155,10.30802306
Fkbpl,7.734844887,8.249636029,7.928619817,8.008244471,8.454926057,8.602075578,7.850356138,8.066605548
Fkrp,8.058318491,8.451239577,8.842049862,8.9324513,8.450638192,8.397884055,8.775950878,8.846317706
Fktn,8.092679013,8.036269439,8.600263991,8.849485222,7.872017786,8.324330533,8.812029075,8.968128749
Flacc1,4.486467174,4.179312381,1.530203421,3.666974962,4.44807662,4.838648818,4.465363955,3.737802088
Flad1,8.774423503,8.958284865,9.074558148,9.160990454,8.762257484,8.850380385,9.014483355,9.197709767
Flcn,9.278444338,9.368451703,8.833117828,9.783930771,8.93488636,9.051472421,8.790490602,9.547889389
Flicr,2.667674102,2.264203111,3.509120784,4.287475537,2.044089349,3.441236399,4.141638214,3.916866015
Flii,12.09902863,11.83963568,11.99523226,11.85017956,11.5563234,11.38085947,11.93560732,12.09652873
Flna,11.65708882,12.10926497,13.66169157,13.34876808,11.50452024,11.8410649,13.53968432,13.52487449
Flnb,14.88256426,14.39870945,14.5517627,12.97266939,13.75023057,13.46831661,14.34873457,13.55909998
Flnc,0,2.264203111,4.826795127,4.287475537,0,0,4.729595549,3.63918141
Flot1,9.240637938,9.843431894,10.00989703,10.81078845,9.402699097,9.639993394,10.03156643,10.60849824
Flot2,10.2240278,10.45010761,10.8857711,11.11664587,10.33107482,10.245604,10.8149633,11.07078515
Flrt1,0,2.74541698,0,1.560871642,0,1.571641822,0,1.466240516
Flrt2,10.26477979,9.896216542,10.66865529,10.5019248,9.035657565,9.272326371,10.59240802,10.73028173
Flrt3,9.848458362,10.78238406,11.66527938,11.79858726,10.18643447,11.11312377,11.60382376,12.06452387
Flt1,7.237574342,6.467433877,6.883528785,5.488071785,5.78532989,6.109543663,6.318541516,5.821067258
Flt3l,4.486467174,4.57430378,4.777983455,5.423977741,4.303398811,4.68118774,5.003645305,4.952853574
Flvcr1,7.999167332,7.966677289,8.456449991,8.17328867,8.248119618,8.337586062,8.242837331,8.210934727
Flvcr2,7.839720866,8.913464153,9.241375434,9.559948392,7.406867825,8.328762589,9.150324788,9.690152434
Flywch1,8.92821279,9.265212377,9.813483693,9.691674947,9.240787069,9.374465234,9.626136691,9.799799331
Flywch2,5.740646681,6.669637464,6.487815659,6.758458058,6.565655975,6.652595619,5.87582376,6.312046534
Fmc1,7.798680734,7.662534293,7.417379173,7.390189554,8.135094659,8.067509557,7.103646675,7.132142381
Fmn1,9.049791715,8.890520573,9.708320951,9.160990454,8.108123605,8.451704596,9.670045534,9.693228103
Fmnl2,10.29460571,9.474469413,10.0744834,9.6308679,9.205595204,9.239748736,10.12774217,9.985627012
Fmnl3,8.625918187,8.662359727,9.594885586,9.163445999,8.803191594,8.666522049,9.514521759,9.22559359
Fmo1,0,2.524781453,1.530203421,3.551732836,1.029542097,2.790205635,2.711532574,2.842080403
Fmo2,3.411056229,3.839316169,3.922387411,3.551732836,3.63866916,3.788767283,3.94770773,3.419073943
Fmo4,0,0,3.096441072,3.966006149,1.029542097,2.305928457,3.304550997,3.294995241
Fmo5,4.795465582,5.928637214,6.441551291,7.030074568,4.515315118,5.652793294,6.470743494,7.237026417
Fmr1,10.18740037,10.06325092,10.29758682,10.12990622,10.02854012,10.32095089,10.39722702,10.26422866
Fn1,14.19516239,13.57358996,13.09137249,13.36205745,12.28428935,12.33560282,13.08113837,13.51751883
Fn3k,1.050193754,1.537020172,0.959126774,2.292970411,0,1.571641822,1.077266385,2.842080403
Fn3krp,6.184758968,6.303410798,6.883528785,7.173412806,6.247530498,6.455932583,7.204810903,7.150161165
Fnbp1,8.159038326,7.474767671,7.750326102,7.22133917,7.113342761,7.389482135,7.480632475,7.411501759
Fnbp1l,12.22376892,11.68530367,11.56139534,11.28283312,11.30935839,11.34903221,11.49206784,11.37125405
Fnbp4,11.35899237,10.78627367,10.62877959,10.36675032,10.55030467,10.42293056,10.58512902,10.42179121
Fndc10,7.237574342,7.77954651,7.146449415,7.27682522,7.694827923,7.780962906,7.091955486,7.350469603
Fndc11,0,3.393653009,2.927693521,2.554785542,2.368909375,2.790205635,2.937383043,3.294995241
Fndc3a,10.64842076,10.06325092,9.633125208,9.457617575,9.839785953,9.798577084,9.63422016,9.643212781
Fndc3b,11.58700881,11.07534919,11.64287919,11.31962682,10.75889665,10.62924131,11.63436997,11.71101346
Fndc4,1.651506794,2.264203111,3.384233317,2.554785542,1.029542097,2.305928457,2.114401213,2.842080403
Fnip1,10.20321184,9.847905132,9.131524545,9.689972703,9.08904891,9.459781083,9.078088408,9.840594514
Fnip2,10.15389251,9.734913452,9.087134916,9.00270001,9.064004404,8.841102849,8.938183102,9.195542368
Fnta,10.38171153,10.50211782,10.82924687,11.1204424,10.7005072,10.93417905,10.81585198,10.96977631
Fntb,11.49366283,11.04839476,10.21060138,9.459617082,10.93957495,10.58546504,10.09003771,9.693228103
Focad,9.312858246,8.855406202,7.775410629,7.664327543,8.30147617,7.928421451,7.633620749,7.906215892
Fos,9.716963863,9.114955167,9.409033372,8.660767233,10.0946104,9.785738979,9.374366638,8.625827981
Fosb,4.679681785,4.179312381,5.167234022,5.549439061,4.142578419,4.068621226,5.100179829,5.494263179
Fosl1,5.588431293,5.513986738,8.421122607,7.321487224,7.296516456,6.228165419,8.512113159,7.26209786
Fosl2,13.08896929,12.89920794,12.08669213,11.67280595,12.67526081,12.38910199,11.93601609,11.92431999
Foxa1,10.79212909,10.99023106,11.32382964,11.40614956,10.93113569,11.10280961,11.218644,11.3054454
Foxa2,10.66087907,11.18489375,11.37805976,11.62104098,10.78041105,11.19308529,11.40321095,11.59740438
Foxa3,8.288197551,8.546050268,8.452567175,8.502968753,8.862494159,8.797000913,8.393306057,8.429560942
Foxc1,5.265972325,6.232197459,6.517854376,6.54905641,5.890375402,6.150177646,6.575205021,6.652630414
Foxd2,1.050193754,2.936742981,3.829632355,4.213571538,1.624219046,3.981232466,3.72359965,4.41106072
Foxd2os,2.074650594,1.537020172,3.384233317,1.9728693,2.633868519,1.985005555,3.132616228,3.419073943
Foxh1,1.050193754,2.264203111,2.736560896,1.9728693,1.624219046,0.990021039,1.077266385,1.865726534
Foxj1,2.074650594,2.264203111,2.516182617,2.77630642,2.857634183,1.985005555,3.94770773,3.419073943
Foxj2,9.574299176,9.49362768,9.17458904,9.406707452,8.92564737,8.985636358,9.118985447,9.522176327
Foxj3,11.58248221,10.98279291,10.12658718,9.832573015,10.46252621,10.49667129,10.00219839,9.961594913
Foxk1,11.25094267,10.77300599,10.92132374,10.1572679,10.11642933,10.12719528,10.88607628,10.58219397
Foxk2,11.20259982,10.74049634,10.58511272,10.16341475,10.70140975,10.50844034,10.45996779,10.20188968
Foxm1,9.785084486,9.911967401,10.54556118,9.634412496,9.813312535,9.718088448,10.53635964,9.682434451
Foxn1,1.050193754,2.264203111,3.922387411,3.137713623,2.857634183,2.790205635,4.390985108,3.63918141
Foxn2,9.653161724,9.326329398,8.914408246,8.491287751,9.23081954,9.292887238,8.757567706,8.609640832
Foxn3,11.04482663,10.69321873,9.874249636,10.14365193,10.28846409,10.28262746,10.0498113,10.40500612
Foxo1,10.48556874,10.36319948,10.12292725,9.960926596,10.25934128,10.33753995,10.13202995,10.08849259
Foxo3,12.98323926,12.63807784,12.31046804,12.01050281,12.39107632,12.15052798,12.28756349,12.36905977
Foxo4,10.61630405,10.63918685,9.598404102,9.502919361,10.24703111,10.28491019,9.516709647,9.586446946
Foxo6,1.651506794,3.393653009,3.096441072,3.551732836,1.624219046,2.982491259,1.687091337,3.737802088
Foxp1,10.37591026,10.06709281,10.11680665,9.655499112,10.17348334,10.17843478,10.21924925,9.822449527
Foxp2,10.17809635,10.35169594,9.601914058,10.03252365,9.187672033,9.950098571,9.611880713,10.00803083
Foxp4,11.74207519,11.92537883,11.96863066,11.77348952,11.75674471,11.765022,11.94091225,11.91940353
Foxq1,12.06698273,12.42633758,13.11505533,13.19072918,12.53472123,12.78309747,13.2149934,13.33511097
Foxred1,9.005391573,9.036134714,9.087134916,8.846432063,9.39825292,9.299676255,9.014483355,8.957935402
Foxred2,9.707756322,9.208365865,8.22567002,7.338971952,8.620582151,8.60938012,8.133032338,8.066605548
Fpgs,8.925038081,9.038745684,9.263706575,9.103327666,9.442109858,9.154933147,9.197457677,9.039952169
Fpgt,9.545646284,9.514412026,9.087134916,9.156066789,9.43344448,9.627456146,8.992642872,9.140271322
Fra10ac1,8.069863166,8.185106409,8.372632128,8.738582116,8.2967063,8.79379858,8.374127432,8.638648192
Fras1,8.598282068,9.372597075,8.174728511,7.777655668,7.145532677,8.067509557,7.416461737,8.219493326
Frat1,8.393016637,8.819415801,8.520907498,8.14871278,9.140534657,9.420870758,8.490012678,8.322400128
Frat2,9.731574781,9.516286748,8.66880383,8.502968753,9.5341443,9.680436531,8.458491955,8.361591892
Frem1,0,0.964193439,1.530203421,2.968297496,0,0,1.077266385,3.419073943
Frem2,9.990383019,10.02162125,9.121777543,9.05124155,8.052620008,8.93129803,8.661964923,9.378629915
Frey1,4.092724932,4.737484369,3.829632355,5.423977741,5.056698968,4.788047569,4.390985108,5.345811973
Frg1,10.17409047,10.3176999,10.36730298,10.64145323,10.64341656,10.83874153,10.35383083,10.54692536
Frg2f1,4.341597482,5.058882069,5.089356119,5.094043766,4.700052884,5.302404758,4.667934831,5.345811973
Frk,10.18740037,9.96646521,9.686997341,9.809241152,9.804938968,10.25843827,9.568247552,9.975556983
Frmd4a,8.0231196,8.791821267,8.553900812,8.303674579,7.315504523,8.124702077,8.354690414,8.663951821
Frmd4b,9.263440455,9.353848379,9.78288648,9.701846448,9.179921982,9.270023636,9.842174713,9.779684436
Frmd6,9.422731449,9.662272437,9.586051569,9.53551209,8.40704369,8.93129803,9.258869488,9.85851412
Frmd8,11.21370038,11.53251585,12.00917768,12.0335051,11.5874144,11.49024916,11.98187213,11.99923426
Frmd8os,5.620186307,5.629344882,5.801150963,6.21212213,5.9644263,5.957572574,5.92936132,6.295951044
Frmpd1,2.401420696,1.94595129,5.204651212,5.250055353,0,2.305928457,6.078995138,5.865369743
Frrs1,7.85314551,7.810433698,8.734234611,8.643280886,8.202947058,8.385173525,8.665913179,8.553205028
